PrimaryKey,species,density,speciescount,source,reckey,rh_hydrologicfunction,rh_hf_sum,rh_commentshf,rh_bioticintegrity,rh_bi_sum,rh_commentsbi,rh_soilsitestability,rh_sss_sum,rh_commentsss,rh_plantcommunitycomp,DBKey,ecositeID,latitude_nad83,longitude_nad83,state,elevation,county,percentcoveredbyecosite,AH_PerenForbGrassCover,AH_ShrubCover,BareSoilCover,SoilStability_All,modis_landcover
15081716560292972015-09-01,PIMO,NA,NA,TerrADat,1508201250488731,M,1.6,Water flow channels present with abundant pedestals and terracettes that diminish hydrologic function.,M,1.7777777777777777,There is a severe change in relative dominance of functional/structural groups such that there are fewer bunchgrasses than expected. Presence of scattered cheatgrass.,SM,1.5,"Frequent terracettes, but soil stability is generally good. There are some stable and long interconnected water flow patterns.",2,2015,R028BY006NV,41.09343418,-114.86773471,NV,1900,Elko,NA,6.66666667,25.33333333,33.33333333,4.83333333,Grasslands
15081814523553692015-09-01,PIMO,NA,NA,TerrADat,1508241411029336,SM,1.5,"Loss of bunchgrasses, opening up more bare ground areas with development of water flow patterns is slightly effecting the hydrologic function of the slight.",SM,1.6666666666666667,"The decrease of bunchgrasses and increase in invasives, as well as the decrease in the reproduction of native plants is decreasing the biotic integrity of the site.",SM,1.5,"The increase of bare ground, development of water flow patterns and evidence of litter movement is slightly effecting the stability of this site.",2,2015,R026XY046NV,39.08336101,-119.45697034,NV,1908,Douglas,NA,4.66666667,39.33333333,30.66666667,3.05555556,Grasslands
15081810043022522015-09-01,JUOS,NA,NA,TerrADat,150820134945526,ME,2.1,Most litter present from trees which is not expected type of litter for site. Water flow channels are common on site.,ME,3,Encroachment of juniper and pine on plot. Decadence of big sagebrush and mountain mahogany trees common.,M,1.8,Abundance of active pedestalling and water flow patterns are common.,3,2015,R028BY006NV,41.08464906,-114.860769,NV,1958,Elko,NA,12,0.66666667,20,4.72222222,Grasslands
15081810043022522015-09-01,PIMO,NA,NA,TerrADat,150820134945526,ME,2.1,Most litter present from trees which is not expected type of litter for site. Water flow channels are common on site.,ME,3,Encroachment of juniper and pine on plot. Decadence of big sagebrush and mountain mahogany trees common.,M,1.8,Abundance of active pedestalling and water flow patterns are common.,3,2015,R028BY006NV,41.08464906,-114.860769,NV,1958,Elko,NA,12,0.66666667,20,4.72222222,Grasslands
15090917141341922015-09-01,PIMO,NA,NA,TerrADat,1509211002236261,SM,1.6,"Loss of grasses, prevalence of Pinus monophylla and Juniperus osteosperma, and great increase in litter depth negatively affect hydrologic function.",ME,2.7777777777777777,Conversion of approximately 70% of plot to a Pinus monophylla and Juniperus osteosperma forest resulted in loss of shrubs and grasses. The other 30% is a Pinus monophylla-Juniperus osteosperma cutting site which preserves it.  Biotic integrity reduced.,NS,1.1,Soil and site stability are as expected for the site.,4,2015,R026XY005NV,39.07678742,-119.45381785,NV,1916,Douglas,NA,1.33333333,34,1.33333333,5,Grasslands
15090917141341922015-09-01,JUOS,NA,NA,TerrADat,1509211002236261,SM,1.6,"Loss of grasses, prevalence of Pinus monophylla and Juniperus osteosperma, and great increase in litter depth negatively affect hydrologic function.",ME,2.7777777777777777,Conversion of approximately 70% of plot to a Pinus monophylla and Juniperus osteosperma forest resulted in loss of shrubs and grasses. The other 30% is a Pinus monophylla-Juniperus osteosperma cutting site which preserves it.  Biotic integrity reduced.,NS,1.1,Soil and site stability are as expected for the site.,4,2015,R026XY005NV,39.07678742,-119.45381785,NV,1916,Douglas,NA,1.33333333,34,1.33333333,5,Grasslands
15091412294426562015-09-01,PIMO,NA,NA,TerrADat,1509141233563443,NS,1.2,Changes in plant community distribution alter infiltration and water retention on site but no indication of excessive runoff or soil loss. Hydrologic function is as expected.,M,1.7777777777777777,"Loss of deep-rooted cool-season perennial bunchgrasses and low sage in fire have led to invasive annual dominance, but shrubs and bunchgrass communities are recovering and all plants are reproducing. High species richness. Low end of rating.",NS,1,All soil and site stability indicators match reference.,3,2015,R026XY078NV,38.93219499,-119.46692351,NV,2308,Douglas,NA,28.66666667,12.66666667,7.33333333,3.41176471,Grasslands
15091612413118572015-09-01,JUOS,NA,NA,TerrADat,1509161259173967,M,2.4,"Many rills and water-flow patterns on site lead to run-off rather than infiltration, with recreational trails contributing. Increase in invasive plants decrease the hydrologic function on site.  Rating on the low end of moderate.",M,2.3333333333333335,Major increase in invasives as well as the loss of deep-rooted perennial bunchgrasses and shrubs on site decrease the biotic integrity.,SM,2.1,"Many rills and water-flow patterns on site, including some trails converted to water-flow patterns.  Recreation on-site is degrading the soil stability. Rating is on the high end of slight-to-moderate.",3,2015,R026XY026NV,39.80486453,-119.75007615,NV,1561,Washoe,NA,9.33333333,14.66666667,32.66666667,3.72222222,Grasslands
15071314331827452015-09-01,JUOC,NA,NA,TerrADat,1507131727098036,NS,1.2,NA,NS,1.2222222222222223,NA,NS,1.3,NA,1,2015,R025XY011ID,42.54101,-116.65892,ID,1711,Owyhee,NA,29.33333333,4.66666667,1.33333333,4,Grasslands
11101211080727642011-09-01,PIMO,NA,NA,TerrADat,1110130947502454,NS,1.2,preponderance of evidence for NS,NS,1.3333333333333333,most important indicators are NS.  Could be argument for SM with further disappearance of bunchgrasses,NS,1.1,preponderance of evidence for NS,1,2011,R024XY021NV,39.57314075,-117.93921773,NV,2323,Churchill,NA,21.33333333,46.66666667,12,2.38888889,Grasslands
11101215465023122011-09-01,PIMO,NA,NA,TerrADat,1110131017197297,SM,1.4,"shorse trail on-site, some pedestalling. Some risk for future concern",SM,1.4444444444444444,lack of deep-rooted bunchgrasses a concern,NS,1.1,preponderance of evidence for NS,2,2011,R024XY021NV,39.58304042,-117.94619822,NV,2325,Churchill,NA,44.66666667,62.66666667,4,3.16666667,Grasslands
15070914110538642015-09-01,JUOC,NA,NA,TerrADat,1508251603202190,NS,1,NA,SM,1.2222222222222223,"This site is very healthy and perennial grasses, and shrubs are vigorous however, the presence of juniper gives reason for attention.",NS,1,NA,1,2015,R025XY011ID,42.60278,-116.48253,ID,1835,Owyhee,NA,61.33333333,49.33333333,4.66666667,4.61111111,Grasslands
1508140849396272015-09-01,JUOS,NA,NA,TerrADat,1508141109353057,NS,1.4,NA,SM,1.3333333333333333,"F-S groups changed: BRTE reduced, JUOC subdominant",NS,1.2,NA,3,2015,R023XY031NV,41.898464,-119.676411,NV,1774.5592041,Washoe,NA,12,20.66666667,14.66666667,4.22222222,Grasslands
15082909355130852015-09-01,JUOC,NA,NA,TerrADat,1508291155312362,NS,1.2,NA,SM,1.2222222222222223,"Reduced deep-rooted perennial grass, but shallow-rooted grasses abundant, and low sage healthy. Juniper encroachment is a clear possibility",NS,1,NA,3,2015,R023XY031NV,41.78913,-119.974213,NV,1801.54174805,Washoe,NA,28.66666667,24.66666667,16.66666667,3.83333333,Grasslands
15082909355130852015-09-01,JUOS,NA,NA,TerrADat,1508291155312362,NS,1.2,NA,SM,1.2222222222222223,"Reduced deep-rooted perennial grass, but shallow-rooted grasses abundant, and low sage healthy. Juniper encroachment is a clear possibility",NS,1,NA,3,2015,R023XY031NV,41.78913,-119.974213,NV,1801.54174805,Washoe,NA,28.66666667,24.66666667,16.66666667,3.83333333,Grasslands
14081214392039282015-09-01,JUNIP,NA,NA,TerrADat,1507091046118822,M,1.7,Cheatgrass dominance affecting infiltration,ET,2.2222222222222223,Site dominated by cheatgrass,NS,1.2,NA,5,2015,R024XY028NV,41.00198207,-118.08215583,NV,6086,Humboldt,NA,6.66666667,0,5.33333333,2.72222222,Grasslands
16080513500864232016-09-01,JUOS,NA,NA,TerrADat,1608081640389197,NS,1.2,Hydrologic function attributes as expected for reference.,M,1.6666666666666667,"Pinyon-juniper encroachment of plot, leading to change in dominant functional/ structural group, increased litter, and increased decadence in sage.",NS,1,Soil and site stability attributes as expected for reference.,1,2016,R029XY009NV,38.78199,-116.12505,NV,2167,Nye,NA,0.66666667,2.66666667,2,3.66666667,Grasslands
16080513500864232016-09-01,PIMO,NA,NA,TerrADat,1608081640389197,NS,1.2,Hydrologic function attributes as expected for reference.,M,1.6666666666666667,"Pinyon-juniper encroachment of plot, leading to change in dominant functional/ structural group, increased litter, and increased decadence in sage.",NS,1,Soil and site stability attributes as expected for reference.,1,2016,R029XY009NV,38.78199,-116.12505,NV,2167,Nye,NA,0.66666667,2.66666667,2,3.66666667,Grasslands
16080610423253522016-09-01,JUOS,NA,NA,TerrADat,1608081716373755,NS,1.3,Hydrologic function was within reference. No major water-flow patterns or evidence of erosion.,NS,1.1111111111111112,Biotic integrity was within reference. No invasive species and perennial functional groups were stable.,NS,1.2,Soil and site stability was within reference. There was good infiltration and no evidence of erosion.,1,2016,R029XY006NV,39.12023,-116.16849,NV,2176,Nye,NA,16.66666667,30.66666667,9.33333333,2.88888889,Grasslands
16080610423253522016-09-01,PIMO,NA,NA,TerrADat,1608081716373755,NS,1.3,Hydrologic function was within reference. No major water-flow patterns or evidence of erosion.,NS,1.1111111111111112,Biotic integrity was within reference. No invasive species and perennial functional groups were stable.,NS,1.2,Soil and site stability was within reference. There was good infiltration and no evidence of erosion.,1,2016,R029XY006NV,39.12023,-116.16849,NV,2176,Nye,NA,16.66666667,30.66666667,9.33333333,2.88888889,Grasslands
16080617540548732016-09-01,JUOS,NA,NA,TerrADat,1608081504383234,SM,1.5,"Litter amount within interspaces as expected for site. While there was a large increase in litter under canopy due to PJ presence, PJ is expected to come into the site during absence of fire.",M,1.6666666666666667,Increase of native and non-native invasives is causing a dramatic change to expected plant community composition.,SM,1.2,Terracettes were found occasionally across plot on both woody and herbaceous species outside of water flow patterns.,1,2016,R028BY011NV,39.54811,-115.91207,NV,2025,Eureka,NA,3.33333333,38,3.33333333,3.88888889,Grasslands
16080617540548732016-09-01,PIMO,NA,NA,TerrADat,1608081504383234,SM,1.5,"Litter amount within interspaces as expected for site. While there was a large increase in litter under canopy due to PJ presence, PJ is expected to come into the site during absence of fire.",M,1.6666666666666667,Increase of native and non-native invasives is causing a dramatic change to expected plant community composition.,SM,1.2,Terracettes were found occasionally across plot on both woody and herbaceous species outside of water flow patterns.,1,2016,R028BY011NV,39.54811,-115.91207,NV,2025,Eureka,NA,3.33333333,38,3.33333333,3.88888889,Grasslands
15072808325481612015-09-01,JUSC2,NA,NA,TerrADat,1507281320249857,NS,1,"Hydrology is quite functional at this site.  The plant community facilitates infiltration where the ground is not covered by rocks.  Runoff is clearly higher in the areas with rocks, but this is to be expected.",NS,1.1111111111111112,"This site has very strong biotic integrity, with plenty of diversity and vigorous vegetation; the community composition seems to be somewhat altered from the reference state, but not extremely so and is not currently threatened by invasives.",NS,1,"Overall the site is very stable.  This site is very well protected by rocks and moss cover between the rocks, with shrubs, grasses, and forbs as well. Very little potential for erosion.",1,2015,R032XY362WY,42.77618371,-108.0247899,WY,2113.17114258,Fremont,NA,26,21.33333333,1.33333333,5.38888889,Grasslands
16081114273781192016-09-01,JUOS,NA,NA,TerrADat,1608131332239222,SM,1.6,Loss of a mollic epipedon and the loss of many shrubs to aid in infiltration leads to a S-M rating.,ME,2,"The site was dominated by trees, the shrub community was lost, invasive species were scattered, and there was a large increase in litter.",SM,1.2,"The soil surface organic matter was lower than expected, giving a S-M rating.",2,2016,R028BY079NV,39.812238,-115.560832,NV,2186.77001953,White Pine,NA,6.66666667,0.66666667,11.33333333,5.27777778,Grasslands
16081114273781192016-09-01,PIMO,NA,NA,TerrADat,1608131332239222,SM,1.6,Loss of a mollic epipedon and the loss of many shrubs to aid in infiltration leads to a S-M rating.,ME,2,"The site was dominated by trees, the shrub community was lost, invasive species were scattered, and there was a large increase in litter.",SM,1.2,"The soil surface organic matter was lower than expected, giving a S-M rating.",2,2016,R028BY079NV,39.812238,-115.560832,NV,2186.77001953,White Pine,NA,6.66666667,0.66666667,11.33333333,5.27777778,Grasslands
16081214185876442016-09-01,JUOS,NA,NA,TerrADat,1608131359289872,NS,1.1,"Despite a small increase in litter movement, all other attributes were as expected.",M,1.6666666666666667,Invasive species were rated E-T due to the fact that Utah juniper and single leaf pinyon were dominate and listed as invasive/increasers. Shrubs were also missing from the site and were referred to as the dominate functional/structural group.,NS,1.1,"Despite a small increase in litter movement, all other attributes were as expected.",1,2016,R028BY059NV,39.640583,-115.208304,NV,2091.09008789,White Pine,NA,6.66666667,0,2.66666667,5.11111111,Grasslands
16081214185876442016-09-01,PIMO,NA,NA,TerrADat,1608131359289872,NS,1.1,"Despite a small increase in litter movement, all other attributes were as expected.",M,1.6666666666666667,Invasive species were rated E-T due to the fact that Utah juniper and single leaf pinyon were dominate and listed as invasive/increasers. Shrubs were also missing from the site and were referred to as the dominate functional/structural group.,NS,1.1,"Despite a small increase in litter movement, all other attributes were as expected.",1,2016,R028BY059NV,39.640583,-115.208304,NV,2091.09008789,White Pine,NA,6.66666667,0,2.66666667,5.11111111,Grasslands
16081207460640362016-09-01,JUOS,NA,NA,TerrADat,1608131345486750,NS,1.5,The large increase in litter is attributed to trimming and not hydrologic function. The majority of the indicators were given a N-S rating.,M,1.8888888888888888,"There is a large increase in trees, and annual mustards are scattered throughout the site.",NS,1.1,"Only one of the indicators was given a S-M rating, and all other indicators were given a N-S rating.",1,2016,R028BY006NV,39.815968,-115.522471,NV,2121.48999023,White Pine,NA,16,20,16,4.88888889,Grasslands
16081207460640362016-09-01,PIMO,NA,NA,TerrADat,1608131345486750,NS,1.5,The large increase in litter is attributed to trimming and not hydrologic function. The majority of the indicators were given a N-S rating.,M,1.8888888888888888,"There is a large increase in trees, and annual mustards are scattered throughout the site.",NS,1.1,"Only one of the indicators was given a S-M rating, and all other indicators were given a N-S rating.",1,2016,R028BY006NV,39.815968,-115.522471,NV,2121.48999023,White Pine,NA,16,20,16,4.88888889,Grasslands
16082617370739542016-09-01,JUOS,NA,NA,TerrADat,1608301050434062,M,1.5,The Hydrologic Function of the site is compromised with the presence of two very large water flow patterns on both ends of the plot.,M,1.5555555555555556,"Trees have increased and become the dominate functional group, displacing perennial bunchgrasses. Also, Bromus tectorum is scattered throughout the site. These indicators boost the Biotic Integrity attribute to moderate.",M,1.5,The presence of pedestals and the large water flow patterns indicate a decrease in Soil and Site Stability leading to an increased rating.,1,2016,R028AY094NV,39.223705,-114.370571,NV,1965.86999512,White Pine,NA,12.66666667,14.66666667,8,5,Grasslands
16082617370739542016-09-01,PIMO,NA,NA,TerrADat,1608301050434062,M,1.5,The Hydrologic Function of the site is compromised with the presence of two very large water flow patterns on both ends of the plot.,M,1.5555555555555556,"Trees have increased and become the dominate functional group, displacing perennial bunchgrasses. Also, Bromus tectorum is scattered throughout the site. These indicators boost the Biotic Integrity attribute to moderate.",M,1.5,The presence of pedestals and the large water flow patterns indicate a decrease in Soil and Site Stability leading to an increased rating.,1,2016,R028AY094NV,39.223705,-114.370571,NV,1965.86999512,White Pine,NA,12.66666667,14.66666667,8,5,Grasslands
16080513340321882016-09-01,JUNIP,NA,NA,TerrADat,1608051507147634,SM,1.6,NA,SM,2.111111111111111,NA,NS,1.2,NA,1,2016,R058BY122WY,44.99268203,-107.01205831,WY,1205.52001953,Sheridan,NA,40.66666667,12.66666667,1.33333333,5.66666667,Grasslands
15091708393817442015-09-01,JUOS,NA,NA,TerrADat,1509251523565755,NS,1.4,Increase of water-flow patterns from reference show change in hydrologic function but the water-flow patterns on plot appeared to be stable and not expanding beyond drainage found on edge of plot.,SM,1.4444444444444444,"The replacement of grasses as the dominant species group by shrubs demonstrate change in biotic integrity. However, the now dominant shrubs are expected within the ecosite and the overall number of species groups remains close to reference state.",SM,1.3,"Change in soil structure, decrease in soil stability and increase in presence of water-flow patterns show signs of slight soil/site stability degradation.",1,2015,R028BY006NV,39.92745791,-114.55328524,NV,2056,White Pine,NA,6,37.33333333,18,3.11111111,Grasslands
